,BranchLenght,BranchPerimeter,DecayRange,PercBarkAttached,HostPlant,VegetationSubtype,VegetationType,LocName,Exposure,Elevation,CanopyHeight,PercCanopyCover,PerLeafLitter,CollectionMonth,CollectionYear
Sample692,80,14,1.3,10,Ilex_canariensis,LaurisilvaCresteria,Laurisilva,ElVi–atigo,N,799,11,80,88,Oct,Y2013
Sample693,80,15,1,55,Ilex_canariensis,LaurisilvaCresteria,Laurisilva,ElVi–atigo,N,799,11,80,88,Oct,Y2013
Sample694,139,16,1,40,Ilex_canariensis,LaurisilvaCresteria,Laurisilva,ElVi–atigo,N,799,11,80,88,Oct,Y2013
Sample695,125,22,1.2,70,Laurus_novocanariensis,LaurisilvaCresteria,Laurisilva,ElVi–atigo,N,799,11,80,88,May,Y2012
Sample696,123,14,1.3,40,Laurus_novocanariensis,LaurisilvaCresteria,Laurisilva,ElVi–atigo,N,799,11,80,88,May,Y2012
Sample697,55,25,2.2,15,Laurus_novocanariensis,LaurisilvaCresteria,Laurisilva,ElVi–atigo,N,799,11,80,88,May,Y2012
Sample698,52,26.5,1.5,30,Laurus_novocanariensis,LaurisilvaCresteria,Laurisilva,ElVi–atigo,N,799,11,80,88,May,Y2012
Sample7,47,6.5,1,0,Aeonium_lindleyii,Cardonal,TabaibalCardonal,PozosFajana,N,77,1.5,35,5,Oct,Y2012
Sample700,113,11,1.2,60,Laurus_novocanariensis,LaurisilvaCresteria,Laurisilva,ElVi–atigo,N,799,11,80,88,Oct,Y2013
Sample701,114,14,2.5,95,Laurus_novocanariensis,LaurisilvaCresteria,Laurisilva,ElVi–atigo,N,799,11,80,88,Oct,Y2013
Sample702,131,15,1.2,80,Laurus_novocanariensis,LaurisilvaCresteria,Laurisilva,ElVi–atigo,N,799,11,80,88,Oct,Y2013
Sample703,192,18.5,2.3,85,Morella_faya,LaurisilvaCresteria,Laurisilva,ElVi–atigo,N,799,11,80,88,May,Y2012
Sample705,226,8.5,1.8,80,Morella_faya,LaurisilvaCresteria,Laurisilva,ElVi–atigo,N,799,11,80,88,May,Y2012
Sample706,164,15,1.5,15,Morella_faya,LaurisilvaCresteria,Laurisilva,ElVi–atigo,N,799,11,80,88,May,Y2012
Sample707,124,30,1.7,10,Morella_faya,LaurisilvaCresteria,Laurisilva,ElVi–atigo,N,799,11,80,88,May,Y2012
Sample708,60,16,2.2,5,Morella_faya,LaurisilvaCresteria,Laurisilva,ElVi–atigo,N,799,11,80,88,May,Y2012
Sample712,128,26,1,100,Morella_faya,LaurisilvaCresteria,Laurisilva,ElVi–atigo,N,799,11,80,88,Oct,Y2013
Sample713,146,11,1.5,85,Morella_faya,LaurisilvaCresteria,Laurisilva,ElVi–atigo,N,799,11,80,88,Oct,Y2013
Sample714,65,6,1,70,Rubus_bollei,LaurisilvaCresteria,Laurisilva,ElVi–atigo,N,799,11,80,88,May,Y2012
Sample715,140,20,1.5,0,Arbutus_canariensis,LaurisilvaSeca,Laurisilva,HiguerasSalvajes,S,927,12,65,85,Jul,Y2012
Sample716,150,13,1,2,Arbutus_canariensis,LaurisilvaSeca,Laurisilva,HiguerasSalvajes,S,927,12,65,85,Jul,Y2012
Sample717,60,9.5,1.2,0,Arbutus_canariensis,LaurisilvaSeca,Laurisilva,HiguerasSalvajes,S,927,12,65,85,Jul,Y2012
Sample719,148,6.5,1,0,Arbutus_canariensis,LaurisilvaSeca,Laurisilva,HiguerasSalvajes,S,927,12,65,85,Jul,Y2012
Sample721,70,10,1.3,0,Ilex_canariensis,LaurisilvaSeca,Laurisilva,HiguerasSalvajes,S,927,12,65,85,Jul,Y2012
Sample723,90,16.5,1.8,1,Ilex_canariensis,LaurisilvaSeca,Laurisilva,HiguerasSalvajes,S,927,12,65,85,Jul,Y2012
Sample725,75,24.5,1.5,40,Picconia_excelsa,LaurisilvaSeca,Laurisilva,HiguerasSalvajes,S,927,12,65,85,Jul,Y2012
Sample730,155,16,1,85,Erica_arborea,LaurisilvaSeca,Laurisilva,HiguerasSalvajes,S,927,12,65,85,Jul,Y2012
Sample738,68,19.5,1.5,95,Morella_faya,LaurisilvaSeca,Laurisilva,HiguerasSalvajes,S,927,12,65,85,Mar,Y2013
Sample739,47,11.5,2.5,0,Erica_arborea,LaurisilvaSeca,Laurisilva,HiguerasSalvajes,S,927,12,65,85,Mar,Y2013
Sample742,120,25.5,1.2,10,Arbutus_canariensis,LaurisilvaSeca,Laurisilva,HiguerasSalvajes,S,927,12,65,85,Mar,Y2013
Sample743,60,32,1.5,60,Picconia_excelsa,LaurisilvaSeca,Laurisilva,HiguerasSalvajes,S,927,12,65,85,Mar,Y2013
Sample744,64,6,1.5,0,Visnea_mocanera,LaurisilvaSeca,Laurisilva,HiguerasSalvajes,S,927,12,65,85,Mar,Y2013
Sample745,89,26.5,1.8,10,Visnea_mocanera,LaurisilvaSeca,Laurisilva,HiguerasSalvajes,S,927,12,65,85,Mar,Y2013
Sample748,68,18.5,1.2,0,Arbutus_canariensis,LaurisilvaSeca,Laurisilva,HiguerasSalvajes,S,927,12,65,85,Mar,Y2013
Sample749,83,25.5,1.2,0,Arbutus_canariensis,LaurisilvaSeca,Laurisilva,HiguerasSalvajes,S,927,12,65,85,Mar,Y2013
Sample755,201,25,1.8,80,Ilex_canariensis,LaurisilvaHigrofila,Laurisilva,ProximoMina,N,763,35,95,80,Oct,Y2013
Sample761,73,19,1.5,25,Prunus_lusinatica,LaurisilvaHigrofila,Laurisilva,ProximoMina,N,763,35,95,80,Oct,Y2013
Sample762,95,18,1,0,Prunus_lusinatica,LaurisilvaHigrofila,Laurisilva,ProximoMina,N,763,35,95,80,Oct,Y2013
Sample763,77,12,1.7,50,Prunus_lusinatica,LaurisilvaHigrofila,Laurisilva,ProximoMina,N,763,35,95,80,Oct,Y2013
Sample764,133,33.5,1.3,0,Erica_arborea,LaurisilvaHigrofila,Laurisilva,ProximoMina,N,763,35,95,80,Oct,Y2013
Sample767,90,45.5,1.8,40,Ocotea_foetens,LaurisilvaHigrofila,Laurisilva,ProximoMina,N,763,35,95,80,Oct,Y2013
Sample770,114,19,3,80,Laurus_novocanariensis,LaurisilvaHigrofila,Laurisilva,ProximoMina,N,763,35,95,80,Aug,Y2013
Sample775,57,9.5,1.2,0,Erica_arborea,LaurisilvaHigrofila,Laurisilva,ProximoMina,N,763,35,95,80,Aug,Y2013
Sample777,80,19.5,1.7,70,Laurus_novocanariensis,LaurisilvaHigrofila,Laurisilva,ProximoMina,N,763,35,95,80,Aug,Y2013
Sample778,104,19,1.2,25,Prunus_lusinatica,LaurisilvaHigrofila,Laurisilva,ProximoMina,N,763,35,95,80,Aug,Y2013
Sample780,106,26.5,1,80,Prunus_lusinatica,LaurisilvaHigrofila,Laurisilva,ProximoMina,N,763,35,95,80,Aug,Y2013
Sample782,110,17,1.8,60,Ilex_canariensis,LaurisilvaHigrofila,Laurisilva,ProximoMina,N,763,35,95,80,Aug,Y2013
Sample786,84,26.5,2,50,Ilex_canariensis,LaurisilvaHigrofila,Laurisilva,ProximoMina,N,763,35,95,80,Oct,Y2014
Sample787,89,23.5,2.5,40,Ilex_canariensis,LaurisilvaHigrofila,Laurisilva,ProximoMina,N,763,35,95,80,Oct,Y2014
Sample788,94,9.5,2.3,80,Erica_arborea,LaurisilvaHigrofila,Laurisilva,ProximoMina,N,763,35,95,80,Oct,Y2014
Sample791,178,30,1.2,70,Prunus_lusinatica,LaurisilvaHigrofila,Laurisilva,ProximoMina,N,763,35,95,80,Oct,Y2014
Sample792,47,24.5,1.8,40,Laurus_novocanariensis,LaurisilvaHigrofila,Laurisilva,ProximoMina,N,763,35,95,80,Oct,Y2014
Sample793,78,3.8,1,,Laurus_novocanariensis,LaurisilvaCresteria,Laurisilva,Chinobre,N,901,11,70,93,Jan,Y2011
Sample795,63,6.8,1.7,,Laurus_novocanariensis,LaurisilvaCresteria,Laurisilva,Chinobre,N,901,11,70,93,Jan,Y2011
Sample798,89,13.5,2,20,Laurus_novocanariensis,LaurisilvaCresteria,Laurisilva,Chinobre,N,901,11,70,93,Apr,Y2013
Sample801,80,33.5,2.2,6,Laurus_novocanariensis,LaurisilvaCresteria,Laurisilva,Chinobre,N,901,11,70,93,Apr,Y2013
Sample802,217,33,1.2,70,Laurus_novocanariensis,LaurisilvaCresteria,Laurisilva,Chinobre,N,901,11,70,93,Apr,Y2013
Sample803,73,4.8,1,,Morella_faya,LaurisilvaCresteria,Laurisilva,Chinobre,N,901,11,70,93,Jan,Y2011
Sample804,43,7.5,1.3,,Morella_faya,LaurisilvaCresteria,Laurisilva,Chinobre,N,901,11,70,93,Jan,Y2011
Sample805,61,6.8,1,,Morella_faya,LaurisilvaCresteria,Laurisilva,Chinobre,N,901,11,70,93,Jan,Y2011
Sample806,58,37,1.5,80,Morella_faya,LaurisilvaCresteria,Laurisilva,Chinobre,N,901,11,70,93,Apr,Y2013
Sample807,94,25,2.5,90,Morella_faya,LaurisilvaCresteria,Laurisilva,Chinobre,N,901,11,70,93,Apr,Y2013
Sample808,132,28,1.5,80,Morella_faya,LaurisilvaCresteria,Laurisilva,Chinobre,N,901,11,70,93,Apr,Y2013
Sample809,119,22.5,1.8,70,Morella_faya,LaurisilvaCresteria,Laurisilva,Chinobre,N,901,11,70,93,Apr,Y2013
Sample810,120,23.5,1.7,20,Morella_faya,LaurisilvaCresteria,Laurisilva,Chinobre,N,901,11,70,93,Apr,Y2013
Sample811,128,38.5,3,80,Morella_faya,LaurisilvaCresteria,Laurisilva,Chinobre,N,901,11,70,93,Apr,Y2013
Sample812,109,8,1,,Erica_platycodon,LaurisilvaCresteria,Laurisilva,Chinobre,N,901,11,70,93,Jan,Y2011
Sample813,61,6,1.3,,Erica_platycodon,LaurisilvaCresteria,Laurisilva,Chinobre,N,901,11,70,93,Jan,Y2011
Sample814,74,3.5,1,,Erica_platycodon,LaurisilvaCresteria,Laurisilva,Chinobre,N,901,11,70,93,Jan,Y2011
Sample815,124,12,2.2,0,Erica_platycodon,LaurisilvaCresteria,Laurisilva,Chinobre,N,901,11,70,93,Apr,Y2013
Sample82,48,6.5,1,40,Arthemisia_thuscula,TabaibalDulce,TabaibalCardonal,LomoToldas,N,174,3.5,75,5,May,Y2013
Sample822,160,23,2.2,95,Ilex_canariensis,LaurisilvaCresteria,Laurisilva,Chinobre,N,901,11,70,93,Apr,Y2013
Sample823,177,16,1.5,80,Ilex_canariensis,LaurisilvaCresteria,Laurisilva,Chinobre,N,901,11,70,93,Apr,Y2013
Sample824,106,15,1.3,30,Ilex_canariensis,LaurisilvaCresteria,Laurisilva,Chinobre,N,901,11,70,93,Apr,Y2013
Sample825,163,16,2.5,5,Ilex_canariensis,LaurisilvaCresteria,Laurisilva,Chinobre,N,901,11,70,93,Apr,Y2013
Sample826,158,25.5,1.8,80,Ilex_canariensis,LaurisilvaCresteria,Laurisilva,Chinobre,N,901,11,70,93,Apr,Y2013
Sample827,60,27.5,1.7,0,Laurus_novocanariensis,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample828,86,11.5,1.5,75,Laurus_novocanariensis,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample829,80,16.5,1.3,40,Laurus_novocanariensis,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample830,109,14,2.7,40,Laurus_novocanariensis,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Nov,Y2014
Sample834,117,25.5,2.3,40,Apollonias_barbujana,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample835,83,20.5,2,100,Apollonias_barbujana,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample837,77,13,1.5,70,Apollonias_barbujana,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample838,157,17.5,1.7,60,Apollonias_barbujana,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample839,59,15,2.3,70,Apollonias_barbujana,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample84,30,5.5,2.2,0,Euphorbia_aphylla,TabaibalDulce,TabaibalCardonal,LomoToldas,N,174,3.5,75,5,Dec,Y2012
Sample840,110,12.5,1,0,Erica_arborea,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample841,106,15,2,20,Erica_arborea,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample842,110,10,1,5,Erica_arborea,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample843,180,18,1.5,5,Erica_arborea,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample845,47,27,1.7,50,Morella_faya,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample846,90,21.5,1.5,45,Morella_faya,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample847,92,23.5,2.7,0,Morella_faya,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample848,65,38,2,95,Morella_faya,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample849,101,19.5,1.7,70,Morella_faya,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample85,16,7.5,1.2,5,Euphorbia_aphylla,TabaibalDulce,TabaibalCardonal,LomoToldas,N,174,3.5,75,5,Dec,Y2012
Sample851,61,12.5,2.7,70,Ocotea_foetens,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample852,88,14.5,3,50,Ocotea_foetens,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample853,85,10.5,2.2,100,Ocotea_foetens,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample854,94,14.5,1.5,80,Ocotea_foetens,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample855,62,18,2.5,30,Ocotea_foetens,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample856,154,17,1,90,Ocotea_foetens,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample857,70,30.5,2,1,Ocotea_foetens,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample858,54,28.5,2.7,95,Prunus_lusinatica,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample859,100,16,1,95,Prunus_lusinatica,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample860,93,16,1,0,Prunus_lusinatica,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample861,141,24.5,2.5,0,Prunus_lusinatica,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample862,107,25.5,3,70,Prunus_lusinatica,LaurisilvaHumeda,Laurisilva,LlanoViejos,N,845,35,90,90,Apr,Y2013
Sample863,175,22,1.8,,Prunus_lusinatica,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Feb,Y2011
Sample865,36,14.5,1.8,,Prunus_lusinatica,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Feb,Y2011
Sample866,69,8,2,,Prunus_lusinatica,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Feb,Y2011
Sample867,80,14,1.7,,Prunus_lusinatica,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Feb,Y2011
Sample868,34,13,2.5,,Prunus_lusinatica,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Feb,Y2011
Sample869,125,33,2,,Prunus_lusinatica,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Feb,Y2011
Sample870,96,19.5,2.3,10,Prunus_lusinatica,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Oct,Y2014
Sample871,111,12,1.3,35,Prunus_lusinatica,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Nov,Y2014
Sample872,65,19,1.8,70,Prunus_lusinatica,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Dec,Y2014
Sample873,60,25,1.7,5,Morella_faya,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Aug,Y2013
Sample874,71,26,2,10,Morella_faya,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Aug,Y2013
Sample875,121,19,1.5,50,Morella_faya,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Aug,Y2013
Sample876,155,29.5,2.2,60,Morella_faya,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Aug,Y2013
Sample878,165,24.5,1.5,70,Morella_faya,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Aug,Y2013
Sample879,74,30,2.8,5,Morella_faya,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Aug,Y2013
Sample880,135,10,1,30,Morella_faya,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Feb,Y2013
Sample885,110,13,2.2,5,Ilex_canariensis,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Aug,Y2013
Sample886,49,18,2.8,5,Ilex_canariensis,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Aug,Y2013
Sample887,54,36,2,5,Ilex_canariensis,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Aug,Y2013
Sample889,70,10,2.5,90,Ilex_canariensis,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Aug,Y2013
Sample890,72,18,2,5,Ilex_canariensis,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Aug,Y2013
Sample891,79,20,2.3,10,Laurus_novocanariensis,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Aug,Y2013
Sample892,101,20,2.7,95,Laurus_novocanariensis,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Aug,Y2013
Sample893,48,13.5,1.7,60,Laurus_novocanariensis,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Aug,Y2013
Sample894,96,22.5,2.3,15,Laurus_novocanariensis,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Aug,Y2013
Sample896,175,20,1.7,,Laurus_novocanariensis,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Feb,Y2011
Sample897,80,13,2,,Laurus_novocanariensis,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Feb,Y2011
Sample898,115,13,1.8,,Laurus_novocanariensis,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Feb,Y2011
Sample899,58,18.5,2.7,70,Laurus_novocanariensis,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Oct,Y2014
Sample90,46,12,2.5,70,Euphorbia_aphylla,TabaibalDulce,TabaibalCardonal,LomoToldas,N,174,3.5,75,5,May,Y2013
Sample900,79,16.5,3,90,Laurus_novocanariensis,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Oct,Y2014
Sample902,42,19,1.8,,Erica_arborea,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Feb,Y2011
Sample904,139,15.5,1.8,90,Erica_arborea,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Aug,Y2013
Sample906,191,14.5,1.3,5,Erica_arborea,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Aug,Y2013
Sample907,120,15.5,1,15,Erica_arborea,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Aug,Y2013
Sample908,76,14,1.2,50,Erica_arborea,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Oct,Y2014
Sample909,44,13.5,1.7,80,Erica_arborea,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Oct,Y2014
Sample91,35,16,1.3,90,Euphorbia_aphylla,TabaibalDulce,TabaibalCardonal,LomoToldas,N,174,3.5,75,5,May,Y2013
Sample910,61,17,2,0,Erica_arborea,LaurisilvaHumeda,Laurisilva,PrincipioSenderoPijaral,N,776,18,90,60,Oct,Y2014
Sample911,42,2.5,1,,Prunus_lusinatica,LaurisilvaHigrofila,Laurisilva,CarreteraPijaral,N,815,10,70,85,Apr,Y2011
Sample920,50,17.5,1.2,,Prunus_lusinatica,LaurisilvaHigrofila,Laurisilva,CarreteraPijaral,N,815,10,70,85,Apr,Y2011
Sample921,25,6.5,3,,Ocotea_foetens,LaurisilvaHigrofila,Laurisilva,CarreteraPijaral,N,815,10,70,85,Apr,Y2011
Sample922,150,29,2.8,,Ocotea_foetens,LaurisilvaHigrofila,Laurisilva,CarreteraPijaral,N,815,10,70,85,Apr,Y2011
Sample923,55,19,2.3,,Ocotea_foetens,LaurisilvaHigrofila,Laurisilva,CarreteraPijaral,N,815,10,70,85,Apr,Y2011
Sample924,27,9.3,1.5,,Ocotea_foetens,LaurisilvaHigrofila,Laurisilva,CarreteraPijaral,N,815,10,70,85,Apr,Y2011
Sample925,73,8,2.5,,Ocotea_foetens,LaurisilvaHigrofila,Laurisilva,CarreteraPijaral,N,815,10,70,85,Apr,Y2011
Sample926,101,24.5,2.2,15,Ocotea_foetens,LaurisilvaHigrofila,Laurisilva,CarreteraPijaral,N,815,10,70,85,Oct,Y2013
Sample927,64,40,1.8,50,Ocotea_foetens,LaurisilvaHigrofila,Laurisilva,CarreteraPijaral,N,815,10,70,85,Oct,Y2013
Sample928,161,29,2.2,35,Ocotea_foetens,LaurisilvaHigrofila,Laurisilva,CarreteraPijaral,N,815,10,70,85,Oct,Y2013
Sample929,90,34.5,1.7,40,Ocotea_foetens,LaurisilvaHigrofila,Laurisilva,CarreteraPijaral,N,815,10,70,85,Oct,Y2013
Sample930,52,23.5,2.7,50,Ocotea_foetens,LaurisilvaHigrofila,Laurisilva,CarreteraPijaral,N,815,10,70,85,Oct,Y2013
Sample931,120,23.5,3,75,Laurus_novocanariensis,LaurisilvaHigrofila,Laurisilva,CarreteraPijaral,N,815,10,70,85,Oct,Y2013
Sample932,123,17,2,10,Laurus_novocanariensis,LaurisilvaHigrofila,Laurisilva,CarreteraPijaral,N,815,10,70,85,Oct,Y2013
Sample940,182,12.5,2,,Erica_arborea,LaurisilvaHigrofila,Laurisilva,CarreteraPijaral,N,815,10,70,85,Apr,Y2011
Sample945,89,13,2.7,5,Ilex_canariensis,LaurisilvaHigrofila,Laurisilva,CarreteraPijaral,N,815,10,70,85,Oct,Y2013
Sample951,75,7.5,2.3,,Ilex_canariensis,LaurisilvaHigrofila,Laurisilva,CarreteraPijaral,N,815,10,70,85,Apr,Y2011
Sample952,57,80,1,,Ilex_canariensis,LaurisilvaHigrofila,Laurisilva,CarreteraPijaral,N,815,10,70,85,Apr,Y2011
Sample955,166,24.5,2,85,Morella_faya,LaurisilvaHigrofila,Laurisilva,CarreteraPijaral,N,815,10,70,85,Oct,Y2013
Sample957,132,29,1.5,85,Morella_faya,LaurisilvaHigrofila,Laurisilva,CarreteraPijaral,N,815,10,70,85,Oct,Y2013
Sample958,72,17.5,2,60,Morella_faya,LaurisilvaHigrofila,Laurisilva,CarreteraPijaral,N,815,10,70,85,Oct,Y2013
Sample959,78,39.5,1.5,0,Adenocarpus_viscosus,PinarConRetama,Pinar,CorralNuevo,N,2000,12,20,85,Dec,Y2011
Sample960,37,19.5,1.2,50,Adenocarpus_viscosus,PinarConRetama,Pinar,CorralNuevo,N,2000,12,20,85,Dec,Y2011
Sample961,75,39,1.5,30,Adenocarpus_viscosus,PinarConRetama,Pinar,CorralNuevo,N,2000,12,20,85,Dec,Y2011
Sample963,78,41.5,1,100,Adenocarpus_viscosus,PinarConRetama,Pinar,CorralNuevo,N,2000,12,20,85,Oct,Y2012
Sample965,66,36.5,1.2,50,Adenocarpus_viscosus,PinarConRetama,Pinar,CorralNuevo,N,2000,12,20,85,Mar,Y2013
Sample966,53,30.5,1.3,60,Adenocarpus_viscosus,PinarConRetama,Pinar,CorralNuevo,N,2000,12,20,85,Mar,Y2013
Sample967,83,46,1,60,Adenocarpus_viscosus,PinarConRetama,Pinar,CorralNuevo,N,2000,12,20,85,Mar,Y2013
Sample97,33,19,2.3,0,Euphorbia_balsamifera,TabaibalDulce,TabaibalCardonal,LomoToldas,N,174,3.5,75,5,Dec,Y2012
Sample973,51,33,1,80,Descurainia_bourgeauana,PinarConRetama,Pinar,CorralNuevo,N,2000,12,20,85,Mar,Y2013
Sample985,142,84.5,1,95,Pinus_canariensis,PinarConRetama,Pinar,CorralNuevo,N,2000,12,20,85,Dec,Y2011
Sample986,116,72,1,0,Pinus_canariensis,PinarConRetama,Pinar,CorralNuevo,N,2000,12,20,85,Oct,Y2012
Sample989,255,143,2,0,Pinus_canariensis,PinarConRetama,Pinar,CorralNuevo,N,2000,12,20,85,Mar,Y2013
Sample990,78,55,1.5,5,Pinus_canariensis,PinarConRetama,Pinar,CorralNuevo,N,2000,12,20,85,Mar,Y2013
Sample996,98,68,1.2,80,Pterocephallus_lasiospermus,PinarConRetama,Pinar,CorralNuevo,N,2000,12,20,85,Oct,Y2012
Sample998,49,44.5,1.5,10,Spartocytisus_supranubius,PinarConRetama,Pinar,CorralNuevo,N,2000,12,20,85,Dec,Y2011
Sample999,50,45.5,1.3,0,Spartocytisus_supranubius,PinarConRetama,Pinar,CorralNuevo,N,2000,12,20,85,Dec,Y2011
